variavel_tecnica;coeficiente;coeficiente_absoluto;variavel;direcao
categoricas__DS_OCUPACAO_SECURITÁRIO;-0,10643006134174923;0,10643006134174923;Ocupação: SECURITÁRIO;Menor probabilidade estimada de eleição
categoricas__DS_COR_RACA_INDÍGENA;-0,1045255422576875;0,1045255422576875;Cor/raça: INDÍGENA;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_ESCULTOR, PINTOR, ARTISTA PLÁSTICO E ASSEMELHADOS;-0,10177483516863041;0,10177483516863041;Ocupação: ESCULTOR, PINTOR, ARTISTA PLÁSTICO E ASSEMELHADOS;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_ECONOMISTA;-0,09706353221969034;0,09706353221969034;Ocupação: ECONOMISTA;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_AGRÔNOMO;-0,08095911741195345;0,08095911741195345;Ocupação: AGRÔNOMO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_BANCÁRIO E ECONOMIÁRIO;-0,08079477267354093;0,08079477267354093;Ocupação: BANCÁRIO E ECONOMIÁRIO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_GARI OU LIXEIRO;-0,07814973393988432;0,07814973393988432;Ocupação: GARI OU LIXEIRO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_ASTRÓLOGO;-0,06061952959750724;0,06061952959750724;Ocupação: ASTRÓLOGO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_TRABALHADOR DE TRATAMENTO DE FUMO E DE FABRICAÇÃO DE CIGARROS/CHARUTOS;-0,060603575520215;0,060603575520215;Ocupação: TRABALHADOR DE TRATAMENTO DE FUMO E DE FABRICAÇÃO DE CIGARROS/CHARUTOS;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;-0,05595098183015215;0,05595098183015215;Ocupação: ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_COREÓGRAFO E BAILARINO;-0,04447376902486511;0,04447376902486511;Ocupação: COREÓGRAFO E BAILARINO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_JORNALISTA E REDATOR;-0,04078607319975042;0,04078607319975042;Ocupação: JORNALISTA E REDATOR;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_VIGILANTE;-0,031221599484156932;0,031221599484156932;Ocupação: VIGILANTE;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_CERAMISTA E OLEIRO;-0,03084343678409824;0,03084343678409824;Ocupação: CERAMISTA E OLEIRO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_AUXILIAR DE LABORATÓRIO;-0,02403988751185904;0,02403988751185904;Ocupação: AUXILIAR DE LABORATÓRIO;Menor probabilidade estimada de eleição
categoricas__DS_OCUPACAO_ARQUIVISTA E MUSEÓLOGO;-0,023696196952147003;0,023696196952147003;Ocupação: ARQUIVISTA E MUSEÓLOGO;Menor probabilidade estimada de eleição
categoricas__SG_PARTIDO_PDT;-0,0018587919934866404;0,0018587919934866404;Partido: PDT;Menor probabilidade estimada de eleição
